============================================================
CONFIG SUMMARY
============================================================
SRC_DIR         : /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_merged_applyCut_thre3
DST_DIR         : /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam
Cut window [A,B]: [-0.12, -0.03]
[COPY] event=10159, trackID=6, T0=-1.38136 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10159_trackID6_opNum9_2.root
[COPY] event=10166, trackID=12, T0=2.08745 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10166_trackID12_opNum4.root
[COPY] event=1019, trackID=10, T0=-1.82459 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event1019_trackID10_opNum5.root
[COPY] event=1019, trackID=10, T0=-1.82459 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event1019_trackID10_opNum5_2.root
[COPY] event=10204, trackID=15, T0=0.658817 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10204_trackID15_opNum3.root
[COPY] event=1020, trackID=20, T0=-1.99271 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event1020_trackID20_opNum9.root
[SKIP] (in range) event=10221, trackID=9, T0=-0.0762097
[COPY] event=10230, trackID=2, T0=-0.77963 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10230_trackID2_opNum7_merged.root
[COPY] event=10232, trackID=0, T0=-0.641388 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10232_trackID0_opNum9.root
[COPY] event=1026, trackID=0, T0=-0.519583 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event1026_trackID0_opNum9.root
[COPY] event=10278, trackID=31, T0=-2.42286 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10278_trackID31_opNum8_merged.root
[COPY] event=10296, trackID=7, T0=-0.598346 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10296_trackID7_opNum5.root
[COPY] event=1029, trackID=19, T0=0.348288 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event1029_trackID19_opNum6.root
[COPY] event=10355, trackID=1, T0=-0.00185978 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10355_trackID1_opNum5.root
[COPY] event=10366, trackID=9, T0=-1.98765 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10366_trackID9_opNum4.root
[COPY] event=10366, trackID=9, T0=-1.98765 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10366_trackID9_opNum4_2.root
[COPY] event=10378, trackID=11, T0=-1.68811 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10378_trackID11_opNum9.root
[COPY] event=10380, trackID=4, T0=-1.28131 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10380_trackID4_opNum8.root
[COPY] event=10380, trackID=4, T0=-1.28131 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10380_trackID4_opNum8_2.root
[COPY] event=10391, trackID=35, T0=-0.333058 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10391_trackID35_opNum9.root
[COPY] event=10412, trackID=1, T0=0.465922 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10412_trackID1_opNum3.root
[COPY] event=10419, trackID=8, T0=0.150014 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10419_trackID8_opNum4.root
[COPY] event=10425, trackID=9, T0=0.264609 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10425_trackID9_opNum9.root
[COPY] event=1042, trackID=8, T0=-1.20484 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event1042_trackID8_opNum9.root
[SKIP] (in range) event=10468, trackID=22, T0=-0.0854227
[COPY] event=10472, trackID=1, T0=-0.994797 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10472_trackID1_opNum9.root
[COPY] event=10490, trackID=8, T0=-2.14882 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10490_trackID8_opNum5_merged.root
[COPY] event=10513, trackID=25, T0=-2.23447 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10513_trackID25_opNum9.root
[COPY] event=10523, trackID=16, T0=-1.30706 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10523_trackID16_opNum3.root
[COPY] event=10528, trackID=2, T0=-2.03648 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10528_trackID2_opNum3_merged.root
[COPY] event=10532, trackID=20, T0=-0.689193 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10532_trackID20_opNum5.root
[COPY] event=10552, trackID=5, T0=-1.81284 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10552_trackID5_opNum5.root
[COPY] event=10563, trackID=4, T0=-1.47253 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10563_trackID4_opNum9.root
[COPY] event=10578, trackID=4, T0=-0.930265 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10578_trackID4_opNum9.root
[COPY] event=10578, trackID=4, T0=-0.930265 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10578_trackID4_opNum9_2.root
[COPY] event=10584, trackID=5, T0=0.0940473 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10584_trackID5_opNum8.root
[COPY] event=10584, trackID=5, T0=0.0940473 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10584_trackID5_opNum8_2.root
[COPY] event=10605, trackID=7, T0=-1.91818 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10605_trackID7_opNum7_merged.root
[COPY] event=10613, trackID=16, T0=-1.66614 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10613_trackID16_opNum9.root
[COPY] event=10620, trackID=7, T0=-1.36022 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10620_trackID7_opNum6.root
[COPY] event=10623, trackID=8, T0=0.303829 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10623_trackID8_opNum4.root
[COPY] event=10646, trackID=4, T0=-1.6302 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10646_trackID4_opNum5.root
[COPY] event=10665, trackID=16, T0=-1.62798 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10665_trackID16_opNum6.root
[COPY] event=10667, trackID=10, T0=-1.89693 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10667_trackID10_opNum7.root
[COPY] event=10681, trackID=6, T0=-1.0609 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10681_trackID6_opNum3.root
[COPY] event=10683, trackID=24, T0=-2.43025 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10683_trackID24_opNum4.root
[COPY] event=1070, trackID=7, T0=-1.4571 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event1070_trackID7_opNum5.root
[COPY] event=1070, trackID=7, T0=-1.4571 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event1070_trackID7_opNum5_2.root
[COPY] event=10734, trackID=7, T0=-1.54883 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10734_trackID7_opNum5.root
[COPY] event=10747, trackID=0, T0=0.422517 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10747_trackID0_opNum5.root
[COPY] event=10756, trackID=22, T0=-0.199218 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10756_trackID22_opNum9.root
[COPY] event=10756, trackID=22, T0=-0.199218 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10756_trackID22_opNum9_2.root
[COPY] event=10770, trackID=25, T0=-0.598893 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10770_trackID25_opNum5.root
[COPY] event=10786, trackID=4, T0=-1.77365 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10786_trackID4_opNum9.root
[COPY] event=10786, trackID=4, T0=-1.77365 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10786_trackID4_opNum9_2.root
[COPY] event=10786, trackID=4, T0=-1.77365 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10786_trackID4_opNum9_3.root
[COPY] event=10814, trackID=11, T0=-0.131023 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10814_trackID11_opNum9.root
[COPY] event=10844, trackID=10, T0=-1.35017 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10844_trackID10_opNum9.root
[COPY] event=10848, trackID=9, T0=-1.79385 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10848_trackID9_opNum3.root
[COPY] event=10855, trackID=4, T0=-0.636662 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10855_trackID4_opNum4.root
[COPY] event=10864, trackID=3, T0=-0.656053 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10864_trackID3_opNum4.root
[COPY] event=10874, trackID=10, T0=-2.1092 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10874_trackID10_opNum4.root
[COPY] event=1088, trackID=2, T0=-0.694177 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event1088_trackID2_opNum7.root
[COPY] event=10890, trackID=12, T0=-0.814651 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10890_trackID12_opNum9.root
[COPY] event=10890, trackID=12, T0=-0.814651 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10890_trackID12_opNum9_2.root
[COPY] event=1091, trackID=8, T0=-0.797071 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event1091_trackID8_opNum8.root
[COPY] event=1093, trackID=5, T0=-0.241408 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event1093_trackID5_opNum5.root
[COPY] event=10975, trackID=6, T0=0.0232546 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10975_trackID6_opNum8.root
[COPY] event=10990, trackID=2, T0=-1.21294 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10990_trackID2_opNum5.root
[COPY] event=10992, trackID=0, T0=-0.778946 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10992_trackID0_opNum4.root
[COPY] event=10994, trackID=23, T0=-2.32346 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10994_trackID23_opNum9.root
[COPY] event=10994, trackID=23, T0=-2.32346 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event10994_trackID23_opNum9_2.root
[COPY] event=11003, trackID=10, T0=-1.98598 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event11003_trackID10_opNum5.root
[COPY] event=11003, trackID=10, T0=-1.98598 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event11003_trackID10_opNum5_2.root
[COPY] event=11012, trackID=2, T0=0.102594 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event11012_trackID2_opNum8_merged.root
[COPY] event=1102, trackID=9, T0=-0.674658 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event1102_trackID9_opNum9_merged.root
[COPY] event=11070, trackID=9, T0=-0.757171 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event11070_trackID9_opNum3.root
[COPY] event=11070, trackID=9, T0=-0.757171 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event11070_trackID9_opNum3_2.root
[COPY] event=11071, trackID=17, T0=-1.3425 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event11071_trackID17_opNum8.root
[COPY] event=11086, trackID=32, T0=-2.46166 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event11086_trackID32_opNum5.root
[COPY] event=11086, trackID=5, T0=-1.2856 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event11086_trackID5_opNum3.root
[COPY] event=11116, trackID=9, T0=-0.346788 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event11116_trackID9_opNum3.root
[COPY] event=11132, trackID=18, T0=-0.655956 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event11132_trackID18_opNum9_merged.root
[COPY] event=11141, trackID=3, T0=-0.54357 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event11141_trackID3_opNum8.root
[COPY] event=11141, trackID=3, T0=-0.54357 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event11141_trackID3_opNum8_2.root
[COPY] event=11142, trackID=16, T0=-2.17515 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event11142_trackID16_opNum9.root
[COPY] event=11142, trackID=16, T0=-2.17515 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event11142_trackID16_opNum9_2.root
[COPY] event=11145, trackID=8, T0=-1.46428 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event11145_trackID8_opNum7_merged.root
[COPY] event=11146, trackID=15, T0=0.407591 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event11146_trackID15_opNum6.root
[COPY] event=11173, trackID=13, T0=-1.30015 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event11173_trackID13_opNum7.root
[COPY] event=11218, trackID=23, T0=-2.41823 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event11218_trackID23_opNum5.root
[COPY] event=11230, trackID=33, T0=-2.37296 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event11230_trackID33_opNum9.root
[COPY] event=11231, trackID=7, T0=2.2355 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event11231_trackID7_opNum9.root
[COPY] event=11241, trackID=9, T0=-1.00156 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event11241_trackID9_opNum5.root
[SKIP] (in range) event=11242, trackID=0, T0=-0.0804895
[COPY] event=11248, trackID=18, T0=-2.20971 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event11248_trackID18_opNum8.root
[COPY] event=11248, trackID=18, T0=-2.20971 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event11248_trackID18_opNum8_2.root
[COPY] event=11282, trackID=4, T0=-1.61271 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event11282_trackID4_opNum4.root
[COPY] event=11282, trackID=4, T0=-1.61271 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event11282_trackID4_opNum4_2.root
[COPY] event=1128, trackID=7, T0=-1.84029 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event1128_trackID7_opNum8.root
[COPY] event=112, trackID=6, T0=1.80196 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event112_trackID6_opNum5.root
[COPY] event=11300, trackID=16, T0=-1.24101 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event11300_trackID16_opNum8.root
[COPY] event=1130, trackID=8, T0=-1.66 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event1130_trackID8_opNum4.root
[COPY] event=11312, trackID=17, T0=-1.63118 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event11312_trackID17_opNum9.root
[COPY] event=11327, trackID=18, T0=-0.235704 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event11327_trackID18_opNum6_merged.root
[COPY] event=11346, trackID=15, T0=2.54434 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event11346_trackID15_opNum6.root
[COPY] event=11350, trackID=6, T0=-1.37033 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event11350_trackID6_opNum5.root
[COPY] event=11350, trackID=6, T0=-1.37033 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event11350_trackID6_opNum5_2.root
[COPY] event=11369, trackID=9, T0=0.0118685 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event11369_trackID9_opNum9_merged.root
[COPY] event=11431, trackID=0, T0=-0.267538 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event11431_trackID0_opNum5.root
[COPY] event=11445, trackID=38, T0=-2.22026 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event11445_trackID38_opNum9.root
[COPY] event=1146, trackID=13, T0=-1.60464 -> /Volumes/ssd_zhang/thesis_michel/server_processing/t0_rootFiles/beam28778_new202602/wvf_applyCut_removeBeam/wvfFind_event1146_trackID13_opNum9.root
