Run Event TrackID VertexX VertexY VertexZ
28891 328672 11 182.905 587.642 198.894
28891 328808 12 46.9202 518.165 449.984
28891 328840 5 14.8576 589.66 407.121
28891 105693 2 -195.22 601.0 321.678
28891 105845 7 136.551 413.855 456.707
28891 105869 4 13.0844 601.487 13.379
28891 105869 13 106.663 593.17 355.43
28891 329908 6 18.6199 594.836 86.8926
28891 329916 2 -148.865 597.1 279.999
28891 329932 3 277.738 383.802 353.298
28891 329948 7 -14.4789 508.645 163.624
28891 260308 5 111.075 569.071 433.968
28891 260332 3 -29.7989 593.318 106.652
28891 260340 7 -90.6194 418.353 162.977
28891 46180 12 70.8017 590.808 267.029
28891 46260 4 145.352 486.174 373.252
28891 46364 18 -17.9827 296.618 106.259
28891 156240 12 -33.9765 562.328 41.8728
28891 156360 5 187.266 479.051 396.013
28891 156424 6 84.0853 532.271 456.415
28891 156480 10 -216.221 603.553 12.5173
28891 139677 2 -225.182 604.037 59.7159
28891 139869 17 -361.975 278.166 442.648
28891 47405 5 103.014 595.001 419.347
28891 47453 3 -151.791 600.595 169.407
28891 47509 4 61.0102 593.146 408.089
28891 50619 7 180.902 578.131 159.096
28891 50619 10 365.813 573.509 101.629
28891 50835 36 28.0601 420.007 144.603
28891 281274 26 -4.40599 590.189 225.841
28891 281338 9 174.349 601.329 434.074
28891 281386 11 55.8341 563.48 456.018
28891 281418 1 117.06 598.701 191.632
28891 168918 8 236.447 580.532 461.779
28891 369275 7 96.3997 383.431 219.029
28891 369315 19 17.8342 600.997 455.965
28891 369499 6 81.001 602.561 455.513
28891 285037 12 32.2657 466.298 448.526
28891 285045 18 -360.995 161.397 297.028
28891 285093 16 363.718 347.747 158.913
28891 285149 14 138.251 598.348 419.527
28891 125810 7 59.2994 390.779 446.664
28891 125882 0 -163.074 518.844 458.429
28891 125898 0 225.081 531.392 450.773
28891 125906 30 4.80673 592.568 20.7087
28891 359626 3 -78.2526 593.371 352.279
28891 359642 18 27.4536 298.113 410.894
