Run Event TrackID Pandora_T0_ms
28891 168339 21 -2.35564
28891 128971 2 -0.80374
28891 128995 17 -1.47775
28891 129115 11 -0.947541
28891 143709 12 -2.25756
28891 143717 10 -1.17113
28891 143725 2 -1.00411
28891 143805 11 -2.01741
28891 143821 8 -1.56722
28891 219508 29 -2.40391
28891 219684 8 0.221836
28891 89302 2 -0.0525233
28891 89518 36 -0.0594533
28891 269446 6 -0.637167
28891 269494 0 -0.617978
28891 367245 30 -2.11502
28891 16500 6 -0.655206
28891 16532 9 -1.81449
28891 16540 11 -0.686889
28891 340062 9 -1.60822
28891 340118 6 0.386195
28891 79660 20 -2.04378
28891 79716 1 -1.35795
28891 79740 23 -0.302955
28891 79812 0 -0.979396
28891 79828 14 -0.599573
28891 79836 11 -1.86534
28891 79844 1 0.360251
28891 53120 15 -2.07723
28891 5232 1 -0.379268
28891 5232 12 -1.88166
28891 5304 2 -1.2845
28891 313756 11 -0.352863
28891 313924 7 -1.75345
28891 313924 12 -0.994273
28891 42748 30 -2.34399
28891 42788 0 -0.890482
28891 42820 13 -2.20544
28891 42828 0 -0.0561984
28891 299167 8 0.322133
28891 299279 8 0.10463
28891 240900 25 -0.364679
28891 240980 10 0.360952
28891 240996 0 -2.11755
28891 310845 10 -0.343586
28891 310861 8 -0.9541
28891 310869 15 -2.44557
28891 310869 22 -0.801558
28891 310885 42 -0.108103
28891 198759 8 -1.16272
28891 198855 28 -1.54691
28891 198863 5 -1.3403
28891 339022 3 0.0301314
28891 339038 7 -0.675024
28891 307011 8 -1.73438
28891 327489 17 0.128376
28891 327529 21 -2.40353
28891 327585 4 -1.6743
28891 210582 13 -1.26104
28891 210614 17 -0.074616
28891 210622 8 -0.748566
28891 210686 5 -1.63372
28891 90840 10 -1.68643
28891 90840 22 -1.15658
28891 90888 4 -0.52661
28891 348525 2 -1.91571
28891 348661 10 -1.42276
28891 348677 23 -0.523995
28891 348685 0 -0.0115877
28891 348685 7 -0.134797
28891 22608 10 -0.246068
28891 22608 11 0.0717578
28891 22680 10 -2.30427
28891 22704 12 -1.28607
28891 22752 7 -1.69623
28891 22792 6 0.339177
28891 22800 5 -0.657986
28891 174465 6 -0.53245
28891 174505 13 -0.84011
28891 174561 2 0.278067
28891 168726 9 -2.09523
28891 168766 12 -0.909474
28891 316772 35 -2.30182
28891 174532 13 0.202247
28891 241316 3 -0.531274
28891 241460 15 -0.779701
28891 241492 17 1.78304
28891 211309 22 -1.68788
28891 211445 8 -1.0205
28891 211477 8 -0.0625283
28891 211541 1 0.338805
28891 46874 3 -0.950898
28891 46890 6 -0.713241
28891 47002 4 -1.88282
28891 47098 5 -1.63975
28891 47098 21 -1.39781
28891 67243 21 -2.18236
28891 67307 1 -0.685243
28891 67363 2 -1.23245
28891 67371 27 -0.255789
28891 67403 1 0.355886
28891 62741 6 0.094215
28891 62749 17 -1.4576
28891 62853 7 -1.04548
28891 115751 1 -0.972427
28891 115775 6 -0.183755
28891 115791 23 -2.29731
28891 30987 14 -2.16212
28891 109149 0 -1.1644
28891 109301 2 0.449006
28891 109325 10 0.395403
28891 109357 18 -2.02757
28891 109357 32 -0.99571
28891 109365 6 -1.75557
28891 67553 11 -1.04405
28891 67673 1 0.170685
28891 343312 9 -1.81255
28891 343312 15 -0.39173
28891 343432 5 -1.70424
28891 343448 9 -1.02915
28891 112620 31 -1.09512
28891 112804 2 0.323128
28891 146821 31 -2.32395
28891 146957 14 -2.13739
28891 365312 15 -1.85259
28891 365432 15 1.38065
28891 365504 8 -1.55097
28891 90284 19 -1.91649
28891 90356 11 -2.02196
28891 90372 6 -1.26372
28891 90436 5 -0.574906
28891 18110 2 -1.53176
28891 18118 0 0.365034
28891 18158 19 -0.468633
28891 18222 24 -2.41987
28891 215356 21 0.459225
28891 215372 6 -1.33285
28891 215428 27 0.470211
28891 98264 25 -0.0417299
28891 98336 11 -1.41843
28891 98352 2 -0.481314
28891 98440 11 -1.53839
28891 98448 5 -1.7051
28891 98448 15 -2.11988
28891 81613 13 -2.11853
28891 231264 7 -1.65261
28891 231288 22 -1.70747
28891 231304 3 0.0679126
28891 144642 10 -0.241677
28891 144650 21 -2.18721
28891 6725 13 -0.346935
28891 6733 30 -1.32345
28891 6789 1 -0.0779277
28891 6845 6 0.293125
28891 6861 1 -2.25536
28891 29685 29 -1.09258
28891 29693 0 -0.197601
28891 29725 12 -2.28609
28891 79383 5 0.0128189
28891 79495 4 0.422219
28891 114430 0 -0.539917
28891 114438 1 -0.493831
28891 114558 18 -2.24069
28891 114574 8 -1.35213
28891 236886 2 -1.05097
28891 237006 7 -0.348289
28891 237086 7 0.432345
28891 39655 13 -0.385883
